S.No,Language,School,Gender,Age,RuralOrUrban,Family Size,Parent's Cohabitation,Mother's Education,Father's Education,Mother's job ,Father's job,Reason to choose this school,Guardian,Traveltime ,Studytime,Failures ,School educational support,Family educational support,extra paid classes,extra-curricular activities,attended nursery school,wants to take higher education,Internet access at home,with a romantic relationship,quality of family relationships,free time after school,going out with friends,workday alcohol consumption,weekend alcohol consumption,current health status,number of school absences,first period grade,second period grade ,final grade ,School educational support_Lag1,School educational support_Lag2,Family educational support_Lag1,Family educational support_Lag2,extra paid classes_Lag1,extra paid classes_Lag2,Total Grade
295,Math,GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,7.5,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,8,14,13,14,no,no,yes,no,yes,no,13.75
296,Math,GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,5,4,14,12,11,no,no,yes,yes,yes,yes,12
298,Math,GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2.5,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,10,10,8,8,no,no,yes,yes,yes,yes,8.5
299,Math,GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,11,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,14,13,14,no,no,yes,yes,yes,yes,13.75
300,Math,GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,5,16,15,16,no,no,yes,yes,yes,yes,15.75
301,Math,GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2.5,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,4,14,12,10,11,no,no,yes,yes,yes,yes,11
302,Math,GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,5,0,11,11,10,no,no,yes,yes,no,yes,10.5
303,Math,GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,7.5,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,15,12,14,no,no,no,yes,yes,no,13.75
304,Math,GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,11,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0,17,17,18,no,no,yes,no,yes,yes,17.5
305,Math,GP,M,19,U,GT3,T,3,3,other,other,home,other,1,2.5,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,3,20,15,14,13,no,no,yes,yes,yes,yes,13.75
306,Math,GP,F,18,U,GT3,T,2,4,services,at_home,reputation,other,1,2.5,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,8,14,12,12,no,no,yes,yes,no,yes,12.5
307,Math,GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,0,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,17,18,18,no,no,yes,yes,yes,no,17.75
308,Math,GP,M,19,U,GT3,T,4,4,teacher,services,reputation,other,2,1,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,1,4,38,8,9,8,no,no,no,yes,no,yes,8.25
309,Math,GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2.5,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,15,12,12,no,no,yes,no,yes,no,12.75
310,Math,GP,F,19,U,LE3,T,1,1,at_home,other,reputation,other,1,2.5,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,3,18,12,10,10,no,no,no,yes,no,yes,10.5
312,Math,GP,F,19,U,GT3,T,2,1,at_home,other,other,other,3,2.5,0,no,yes,no,no,yes,no,yes,yes,3,4,1,1,1,2,20,14,12,13,yes,no,yes,no,no,no,13
313,Math,GP,M,19,U,GT3,T,1,2,other,services,course,other,1,2.5,1,no,no,no,no,no,yes,yes,no,4,5,2,2,2,4,3,13,11,11,no,yes,yes,yes,no,no,11.5
314,Math,GP,F,19,U,LE3,T,3,2,services,other,reputation,other,2,2.5,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,2,1,22,13,10,11,no,no,no,yes,no,no,11.25
315,Math,GP,F,19,U,GT3,T,1,1,at_home,health,home,other,1,7.5,2,no,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,14,15,13,13,no,no,yes,no,yes,no,13.5
316,Math,GP,F,19,R,GT3,T,2,3,other,other,reputation,other,1,7.5,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,40,13,11,11,no,no,no,yes,no,yes,11.5
318,Math,GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,7.5,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,9,9,10,9,no,no,no,no,no,no,9.25
319,Math,GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,7.5,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,5,0,11,11,10,no,no,yes,no,yes,no,10.5
320,Math,GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2.5,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,3,3,5,2,11,11,11,no,no,yes,yes,yes,yes,11
321,Math,GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2.5,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,23,13,13,13,no,no,yes,yes,yes,yes,13
322,Math,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2.5,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,12,11,9,9,no,no,yes,yes,yes,yes,9.5
323,Math,GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,7.5,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,3,11,11,11,no,no,yes,yes,no,yes,11
324,Math,GP,F,17,U,GT3,T,3,1,services,services,course,father,1,7.5,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,1,12,14,15,no,no,yes,yes,yes,no,14
325,Math,GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,7.5,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,16,15,15,no,no,yes,yes,no,yes,15.25
326,Math,GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,7.5,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,3,9,12,11,no,no,no,yes,no,no,10.75
327,Math,GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,3,14,15,16,no,no,no,no,no,no,15.25
328,Math,GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,8,11,10,10,no,no,no,no,no,no,10.25
329,Math,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,7.5,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9,no,no,yes,no,no,no,9.25
330,Math,GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,7.5,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,4,4,14,14,14,no,no,yes,yes,yes,no,14
331,Math,GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,11,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,2,4,5,2,9,8,8,no,no,yes,yes,yes,yes,8.25
332,Math,GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,7.5,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,7,12,14,14,no,no,yes,yes,no,yes,13.5
336,Math,GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,7.5,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,16,16,15,15,no,no,yes,yes,no,no,15.25
337,Math,GP,F,19,R,GT3,A,3,1,services,at_home,home,other,1,7.5,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,5,12,14,13,13,no,no,no,yes,no,no,13.25
339,Math,GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,11,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,7,16,15,17,no,no,no,no,yes,no,16.25
340,Math,GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2.5,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,4,9,10,10,no,no,yes,no,no,yes,9.75
341,Math,GP,F,19,U,GT3,T,2,1,services,services,home,other,1,7.5,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,3,4,11,12,11,no,no,yes,yes,yes,no,11.25
343,Math,GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2.5,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,11,16,15,15,no,no,no,yes,yes,yes,15.25
345,Math,GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,7.5,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,4,11,10,10,no,no,no,no,no,yes,10.25
346,Math,GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,7.5,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,7,13,13,14,no,no,yes,no,no,no,13.5
347,Math,GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,7.5,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,9,16,15,16,no,no,no,yes,no,no,15.75
348,Math,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,7.5,0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,0,10,10,9,no,no,no,no,no,no,9.5
349,Math,GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,7.5,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,13,15,15,no,no,yes,no,yes,no,14.5
350,Math,MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,10,11,13,13,no,no,yes,yes,yes,yes,12.5
351,Math,MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2.5,3,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,8,7,8,no,no,yes,yes,no,yes,7.75
352,Math,MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2.5,0,no,yes,yes,no,yes,yes,yes,no,4,5,4,2,3,3,2,13,13,13,no,no,no,yes,no,no,13
353,Math,MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,1,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,7,8,7,8,no,no,yes,no,yes,no,7.75
354,Math,MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,8,8,8,no,no,no,yes,no,yes,8
355,Math,MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2.5,0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,13,11,11,no,no,yes,no,no,no,11.5
356,Math,MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2.5,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,9,9,no,no,yes,yes,yes,no,9.25
357,Math,MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2.5,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4,12,13,13,no,no,yes,yes,no,yes,12.75
358,Math,MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2.5,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,2,12,12,11,no,no,yes,yes,yes,no,11.5
359,Math,MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,4,10,10,10,no,no,no,yes,no,yes,10
360,Math,MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,7.5,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,18,16,16,no,no,no,no,no,no,16.5
361,Math,MS,F,18,R,LE3,A,1,4,at_home,other,course,mother,3,2.5,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,13,13,13,no,no,no,no,no,no,13
362,Math,MS,M,18,R,LE3,T,1,1,at_home,other,other,mother,2,2.5,1,no,no,no,yes,no,no,no,no,4,4,3,2,3,5,2,13,12,12,no,no,no,no,no,no,12.25
363,Math,MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2.5,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,0,11,11,10,no,no,no,no,no,no,10.5
364,Math,MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,2.5,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,16,15,15,no,no,yes,no,no,no,15.25
365,Math,MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2.5,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,12,11,12,no,no,yes,yes,yes,no,11.75
366,Math,MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2.5,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,4,10,10,10,no,no,no,yes,no,yes,10
367,Math,MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,7.5,0,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,0,13,13,13,no,no,yes,no,yes,no,13
369,Math,MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,0,11,10,10,no,no,no,yes,yes,yes,10.25
370,Math,MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,2.5,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,4,2,5,10,14,12,11,no,no,yes,no,yes,yes,12
371,Math,MS,F,19,U,LE3,T,3,2,services,services,home,other,2,2.5,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,3,4,7,7,9,no,no,yes,yes,yes,yes,8
372,Math,MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,3,14,12,12,no,no,no,yes,no,yes,12.5
373,Math,MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,7.5,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,13,11,11,no,no,yes,no,yes,no,11.5
374,Math,MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,14,6,5,5,no,no,no,yes,no,yes,5.25
375,Math,MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,7.5,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,19,18,19,no,no,no,no,no,no,18.75
376,Math,MS,F,18,R,GT3,T,1,1,other,other,home,mother,4,7.5,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,2,8,8,10,no,no,no,no,no,no,9
377,Math,MS,F,20,U,GT3,T,4,2,health,other,course,other,2,7.5,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,1,1,3,4,15,14,15,no,no,no,no,no,no,14.75
378,Math,MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2.5,0,no,no,yes,yes,yes,yes,yes,no,5,4,3,3,4,2,4,8,9,10,no,no,yes,no,yes,no,9.25
379,Math,MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2.5,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,1,0,15,15,15,no,no,no,yes,yes,yes,15
380,Math,MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,1,2.5,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,1,17,10,10,10,no,no,no,no,yes,yes,10
381,Math,MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,2.5,0,no,no,yes,yes,no,yes,yes,no,3,2,4,1,4,2,4,15,14,14,no,no,yes,no,yes,yes,14.25
382,Math,MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,5,7,6,7,no,no,no,yes,yes,yes,6.75
383,Math,MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2.5,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,2,11,11,10,no,no,no,no,no,yes,10.5
385,Math,MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,14,6,5,5,no,no,no,no,no,no,5.25
386,Math,MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,2,7.5,0,no,no,yes,no,yes,yes,no,no,5,3,3,1,3,4,2,10,9,10,no,no,no,no,yes,no,9.75
387,Math,MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,7,6,5,6,no,no,no,no,yes,yes,5.75
389,Math,MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2.5,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,1,0,7,9,8,no,no,yes,no,yes,yes,8
391,Math,MS,M,20,U,LE3,A,2,2,services,services,course,other,1,2.5,2,no,yes,yes,no,yes,yes,no,no,5,5,4,4,5,4,11,9,9,9,no,no,yes,yes,yes,yes,9
392,Math,MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,3,14,16,16,no,no,yes,yes,yes,yes,15.5
393,Math,MS,M,21,R,GT3,T,1,1,other,other,course,other,1,1,3,no,no,no,no,no,yes,no,no,5,5,3,3,3,3,3,10,8,7,no,no,no,yes,no,yes,8
394,Math,MS,M,18,R,LE3,T,3,2,services,other,course,mother,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,0,11,12,10,no,no,no,no,no,no,10.75
395,Math,MS,M,19,U,LE3,T,1,1,other,at_home,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,3,3,3,5,5,8,9,9,no,no,no,no,no,no,8.75
397,Portugese,GP,F,17,U,GT3,T,1,1,at_home,other,course,father,1,2.5,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,1,3,2,9,11,11,no,no,no,no,no,no,10.5
398,Portugese,GP,F,15,U,LE3,T,1,1,at_home,other,other,mother,1,2.5,0,yes,no,no,no,yes,yes,yes,no,4,3,2,2,3,3,6,12,13,12,no,no,yes,no,no,no,12.25
399,Portugese,GP,F,15,U,GT3,T,4,2,health,services,home,mother,1,7.5,0,no,yes,no,yes,yes,yes,yes,yes,3,2,2,1,1,5,0,14,14,14,yes,no,no,yes,no,no,14
400,Portugese,GP,F,16,U,GT3,T,3,3,other,other,home,father,1,2.5,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,2,5,0,11,13,13,no,yes,yes,no,no,no,12.5
401,Portugese,GP,M,16,U,LE3,T,4,3,services,other,reputation,mother,1,2.5,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,2,5,6,12,12,13,no,no,yes,yes,no,no,12.5
402,Portugese,GP,M,16,U,LE3,T,2,2,other,other,home,mother,1,2.5,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,1,3,0,13,12,13,no,no,yes,yes,no,no,12.75
403,Portugese,GP,F,17,U,GT3,A,4,4,other,teacher,home,mother,2,2.5,0,yes,yes,no,no,yes,yes,no,no,4,1,4,1,1,1,2,10,13,13,no,no,no,yes,no,no,12.25
404,Portugese,GP,M,15,U,LE3,A,3,2,services,other,home,mother,1,2.5,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,1,1,0,15,16,17,yes,no,yes,no,no,no,16.25
405,Portugese,GP,M,15,U,GT3,T,3,4,other,other,home,mother,1,2.5,0,no,yes,no,yes,yes,yes,yes,no,5,5,1,1,1,5,0,12,12,13,no,yes,yes,yes,no,no,12.5
406,Portugese,GP,F,15,U,GT3,T,4,4,teacher,health,reputation,mother,1,2.5,0,no,yes,no,no,yes,yes,yes,no,3,3,3,1,2,2,2,14,14,14,no,no,yes,yes,no,no,14
407,Portugese,GP,F,15,U,GT3,T,2,1,services,other,reputation,father,3,7.5,0,no,yes,no,yes,yes,yes,yes,no,5,2,2,1,1,4,0,10,12,13,no,no,yes,yes,no,no,12
408,Portugese,GP,M,15,U,LE3,T,4,4,health,services,course,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,3,5,0,12,13,12,no,no,yes,yes,no,no,12.25
409,Portugese,GP,M,15,U,GT3,T,4,3,teacher,other,course,mother,2,2.5,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,3,0,12,12,13,no,no,yes,yes,no,no,12.5
410,Portugese,GP,M,15,U,GT3,A,2,2,other,other,home,other,1,7.5,0,no,yes,no,no,yes,yes,yes,yes,4,5,2,1,1,3,0,14,14,15,no,no,yes,yes,no,no,14.5
411,Portugese,GP,F,16,U,GT3,T,4,4,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,2,6,17,17,17,no,no,yes,yes,no,no,17
412,Portugese,GP,F,16,U,GT3,T,4,4,services,services,reputation,mother,1,7.5,0,no,yes,no,yes,yes,yes,yes,no,3,2,3,1,2,2,10,13,13,14,no,no,yes,yes,no,no,13.5
413,Portugese,GP,F,16,U,GT3,T,3,3,other,other,reputation,mother,3,2.5,0,yes,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,2,13,14,14,no,no,yes,yes,no,no,13.75
414,Portugese,GP,M,17,U,GT3,T,3,2,services,services,course,mother,1,1,3,no,yes,yes,yes,yes,yes,yes,no,5,5,5,2,4,5,2,8,8,7,yes,no,yes,yes,no,no,7.5
415,Portugese,GP,M,16,U,LE3,T,4,3,health,other,home,father,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,5,6,12,12,12,no,yes,yes,yes,yes,no,12
416,Portugese,GP,M,15,U,GT3,T,4,3,teacher,other,reputation,mother,1,2.5,0,no,no,no,no,yes,yes,yes,no,4,4,1,1,1,1,0,12,13,14,no,no,no,yes,no,yes,13.25
417,Portugese,GP,M,15,U,GT3,T,4,4,health,health,other,father,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,4,2,1,1,5,0,11,12,12,no,no,no,no,no,no,11.75
418,Portugese,GP,M,16,U,LE3,T,4,2,teacher,other,course,mother,1,2.5,0,no,no,no,yes,yes,yes,yes,no,4,5,1,1,3,5,0,12,13,14,no,no,yes,no,yes,no,13.25
419,Portugese,GP,M,16,U,LE3,T,2,2,other,other,reputation,mother,2,2.5,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,2,4,5,2,10,10,10,no,no,no,yes,no,yes,10
420,Portugese,GP,F,15,R,GT3,T,2,4,services,health,course,mother,1,7.5,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,2,10,11,10,no,no,yes,no,no,no,10.25
421,Portugese,GP,F,16,U,GT3,T,2,2,services,services,home,mother,1,1,0,no,yes,no,no,no,yes,yes,no,1,2,2,1,3,5,6,10,11,12,yes,no,yes,yes,no,no,11.25
422,Portugese,GP,M,15,U,GT3,T,2,2,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,5,8,11,12,12,no,yes,yes,yes,no,no,11.75
423,Portugese,GP,M,15,U,GT3,T,4,2,health,services,other,mother,1,1,0,no,no,no,no,yes,yes,yes,no,2,2,4,2,4,1,0,11,11,11,no,no,yes,yes,no,no,11
424,Portugese,GP,M,16,U,LE3,A,3,4,services,other,home,mother,1,2.5,0,yes,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,5,2,12,12,13,no,no,no,yes,no,no,12.5
425,Portugese,GP,M,16,U,GT3,T,4,4,teacher,teacher,home,mother,1,2.5,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,5,5,5,4,12,11,12,yes,no,yes,no,yes,no,11.75
426,Portugese,GP,M,15,U,GT3,T,4,4,health,services,home,mother,1,2.5,0,no,yes,yes,no,no,yes,yes,no,5,4,2,3,4,5,0,10,11,11,no,yes,yes,yes,yes,yes,10.75
427,Portugese,GP,M,15,U,GT3,T,4,4,services,services,reputation,mother,2,2.5,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,1,5,2,15,15,15,no,no,yes,yes,yes,yes,15
428,Portugese,GP,M,15,R,GT3,T,4,3,teacher,at_home,course,mother,1,2.5,0,no,yes,no,yes,yes,yes,yes,yes,4,5,2,1,1,5,0,13,14,15,no,no,yes,yes,no,yes,14.25
429,Portugese,GP,M,15,U,LE3,T,3,3,other,other,course,mother,1,2.5,0,no,no,no,yes,no,yes,yes,no,5,3,2,1,1,2,0,13,12,12,no,no,yes,yes,no,no,12.25
430,Portugese,GP,M,16,U,GT3,T,3,2,other,other,home,mother,1,1,0,no,yes,no,no,no,yes,yes,no,5,4,3,1,1,5,4,12,12,12,no,no,no,yes,no,no,12
431,Portugese,GP,F,15,U,GT3,T,2,3,other,other,other,father,2,1,0,no,yes,no,yes,yes,yes,no,no,3,5,1,1,1,5,4,11,11,11,no,no,yes,no,no,no,11
432,Portugese,GP,M,15,U,LE3,T,4,3,teacher,services,home,mother,1,7.5,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,4,0,14,14,14,no,no,yes,yes,no,no,14
433,Portugese,GP,M,16,R,GT3,A,4,4,other,teacher,reputation,mother,2,7.5,0,no,yes,no,yes,yes,yes,yes,yes,2,4,3,1,1,5,4,13,13,13,no,no,yes,yes,no,no,13
434,Portugese,GP,F,15,R,GT3,T,3,4,services,health,course,mother,1,7.5,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,2,11,12,12,no,no,yes,yes,no,no,11.75
435,Portugese,GP,F,15,R,GT3,T,2,2,at_home,other,reputation,mother,1,1,0,yes,yes,no,yes,yes,yes,no,no,4,3,1,1,1,2,8,14,13,12,yes,no,yes,yes,no,no,12.75
436,Portugese,GP,F,16,U,LE3,T,2,2,other,other,home,mother,2,2.5,0,no,yes,no,yes,no,yes,yes,yes,3,3,3,1,2,3,16,11,11,10,yes,yes,yes,yes,no,no,10.5
437,Portugese,GP,M,15,U,LE3,T,4,4,teacher,other,home,other,1,1,0,no,yes,no,no,no,yes,yes,yes,5,4,3,2,4,5,8,10,11,11,no,yes,yes,yes,no,no,10.75
438,Portugese,GP,M,15,U,GT3,T,4,4,services,teacher,course,father,1,2.5,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,5,0,14,15,15,no,no,yes,yes,no,no,14.75
439,Portugese,GP,M,15,U,GT3,T,2,2,services,services,course,father,1,1,0,yes,yes,no,no,yes,yes,yes,no,5,4,1,1,1,1,0,9,10,10,no,no,yes,yes,no,no,9.75
440,Portugese,GP,F,16,U,LE3,T,2,2,other,at_home,course,father,2,2.5,1,yes,no,no,yes,yes,yes,yes,no,4,3,3,2,2,5,14,10,11,11,yes,no,yes,yes,no,no,10.75
441,Portugese,GP,F,15,U,LE3,A,4,3,other,other,course,mother,1,2.5,0,yes,yes,yes,yes,yes,yes,yes,yes,5,2,2,1,1,5,4,10,11,11,yes,yes,no,yes,no,no,10.75
442,Portugese,GP,F,16,U,LE3,A,3,3,other,services,home,mother,1,2.5,0,no,yes,no,no,yes,yes,yes,no,2,3,5,1,4,3,6,13,12,13,yes,yes,yes,no,yes,no,12.75
443,Portugese,GP,M,16,U,GT3,T,4,3,health,services,reputation,mother,1,11,0,no,no,no,yes,yes,yes,yes,no,4,2,2,1,1,2,2,17,17,17,no,yes,yes,yes,no,yes,17
444,Portugese,GP,M,15,U,GT3,T,4,2,teacher,other,home,mother,1,2.5,0,no,yes,no,no,yes,yes,no,no,4,3,3,2,2,5,4,11,12,13,no,no,no,yes,no,no,12.25
